rank,frequency,lemma,indonesia,lemma_length,kanji_ratio,cluster,kanji_category
12750,2.89,好き嫌い,Aku tidak menyukaimu.,4,0.5,1,Kanji
12751,2.89,バグダッド,Bagdad,5,0.0,1,Non-Kanji
12752,2.89,洲,Ini hanya masalah waktu.,1,1.0,2,Kanji
12753,2.89,戦艦,Sebuah kapal perang.,2,1.0,2,Kanji
12754,2.89,醍醐味,Ini lezat.,3,1.0,2,Kanji
12755,2.89,蟹,Maafkan aku.,1,1.0,2,Kanji
12756,2.89,本紙,Kertas utama,2,1.0,2,Kanji
12757,2.89,奇,Ini aneh.,1,1.0,2,Kanji
12758,2.89,宣,Menyatakan,1,1.0,2,Kanji
12759,2.89,制す,Aku akan mengurusnya.,2,0.5,2,Kanji
12760,2.89,エリック,Eric.,4,0.0,1,Non-Kanji
12761,2.89,リクルート,Ritual.,5,0.0,1,Non-Kanji
12762,2.89,椿,itu hanya masalah waktu sebelum terlambat.,1,1.0,2,Kanji
12763,2.89,整形,Ortodontik,2,1.0,2,Kanji
12764,2.89,まかなう,Aku akan membayarnya.,4,0.0,1,Non-Kanji
12765,2.88,にたいする,Maafkan aku.,5,0.0,1,Non-Kanji
12766,2.88,詩集,Puisi,2,1.0,2,Kanji
12767,2.88,着工,[ Gambar di hlm. 17],2,1.0,2,Kanji
12768,2.88,乱用,Penyalahgunaan,2,1.0,2,Kanji
12769,2.88,供養,Hadiah.,2,1.0,2,Kanji
12770,2.88,ＯＬ,OL,2,0.0,1,Non-Kanji
12771,2.88,セーター,Sweater.,4,0.0,1,Non-Kanji
12772,2.88,雛,Maafkan aku.,1,1.0,2,Kanji
12773,2.88,大山,Oyama.,2,1.0,2,Kanji
12774,2.88,赤十字,Palang Merah,3,1.0,2,Kanji
12775,2.88,減速,Pelan-pelan.,2,1.0,2,Kanji
12776,2.88,心底,Jauh di lubuk hati.,2,1.0,2,Kanji
12777,2.88,のびる,Menekan,3,0.0,1,Non-Kanji
12778,2.88,ダンボール,Dunball.,5,0.0,1,Non-Kanji
12779,2.88,動力,Daya,2,1.0,2,Kanji
12780,2.88,申しわけ,Maafkan aku.,4,0.25,1,Kanji
12781,2.88,恩,Terima kasih.,1,1.0,2,Kanji
12782,2.87,武蔵,Takeshi.,2,1.0,2,Kanji
12783,2.87,がかり,Aku akan mengurusnya.,3,0.0,1,Non-Kanji
12784,2.87,見張る,Awas.,3,0.6666666666666666,2,Kanji
12785,2.87,真っ直ぐ,Lurus,4,0.5,1,Kanji
12786,2.87,グアム,Guam,3,0.0,1,Non-Kanji
12787,2.87,漕ぐ,"Baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris",2,0.5,2,Kanji
12788,2.87,エアー,Udara.,3,0.0,1,Non-Kanji
12789,2.87,ほのぼの,Panas.,4,0.0,1,Non-Kanji
12790,2.87,スーパーマーケット,Ini supermarket.,9,0.0,1,Non-Kanji
12791,2.87,喜劇,Ini komedi.,2,1.0,2,Kanji
12792,2.87,辞退,Aku menolak.,2,1.0,2,Kanji
12793,2.87,お参り,Ini dia.,3,0.3333333333333333,1,Kanji
12794,2.87,マメ,Sperma,2,0.0,1,Non-Kanji
12795,2.87,テック,Teknisi.,3,0.0,1,Non-Kanji
12796,2.87,蒸し暑い,"It's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot",4,0.5,1,Kanji
12797,2.87,身元,Identifikasi,2,1.0,2,Kanji
12798,2.87,本数,Jumlah salinan,2,1.0,2,Kanji
12799,2.87,皇族,The Imperials.,2,1.0,2,Kanji
12800,2.87,強風,Angin Beranginweather condition,2,1.0,2,Kanji
12801,2.87,設問,Pertanyaannya adalah:,2,1.0,2,Kanji
12802,2.87,未明,MENIT,2,1.0,2,Kanji
12803,2.87,書き上げる,Tulis,5,0.4,1,Kanji
12804,2.87,白鳥,Swan.,2,1.0,2,Kanji
12805,2.87,上り,Naik.,2,0.5,2,Kanji
12806,2.87,素子,Akiko.,2,1.0,2,Kanji
12807,2.87,断絶,Kesenjangan,2,1.0,2,Kanji
12808,2.87,常々,Selalu.,2,0.5,2,Kanji
12809,2.87,シルク,Sutra,3,0.0,1,Non-Kanji
12810,2.87,存分,Cukup.,2,1.0,2,Kanji
12811,2.87,硬化,Struktur,2,1.0,2,Kanji
12812,2.87,吊る,Hang,2,0.5,2,Kanji
12813,2.87,レディ,Nona.,3,0.0,1,Non-Kanji
12814,2.87,増員,Lebih banyak orang.,2,1.0,2,Kanji
12815,2.86,帳簿,Buku Buku Buku,2,1.0,2,Kanji
12816,2.86,堅持,Tunggu.,2,1.0,2,Kanji
12817,2.86,防げる,Aku tidak bisa.,3,0.3333333333333333,1,Kanji
12818,2.86,金色,Golden,2,1.0,2,Kanji
12819,2.86,叔母,Bibi.,2,1.0,2,Kanji
12820,2.86,自治省,Departemen Otonom.,3,1.0,2,Kanji
12821,2.86,法務大臣,Menteri Kehakiman.,4,1.0,2,Kanji
12822,2.86,よぶ,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak.",2,0.0,1,Non-Kanji
12823,2.86,温室,Rumah kaca.,2,1.0,2,Kanji
12824,2.86,逐次,Intensibly,2,1.0,2,Kanji
12825,2.86,モチ,Motivasi,2,0.0,1,Non-Kanji
12826,2.86,倉,Gudang,1,1.0,2,Kanji
12827,2.86,酒造,Pembuatan Anggur,2,1.0,2,Kanji
12828,2.86,紀元前,SM,3,1.0,2,Kanji
12829,2.86,誘い,Aku akan mengajakmu keluar.,2,0.5,2,Kanji
12830,2.86,イレブン,Ibn.,4,0.0,1,Non-Kanji
12831,2.86,ｓ,s,1,0.0,2,Non-Kanji
12832,2.86,あや,"Hai, Bu.",2,0.0,1,Non-Kanji
12833,2.86,緊密,Tutup,2,1.0,2,Kanji
12834,2.86,見回す,Lihat sekelilingmu.,3,0.6666666666666666,2,Kanji
12835,2.86,クロック,Croc,4,0.0,1,Non-Kanji
12836,2.86,カセット,Cassettes,4,0.0,1,Non-Kanji
12837,2.86,起す,Bangun.,2,0.5,2,Kanji
12838,2.86,アルク,Alk.,3,0.0,1,Non-Kanji
12839,2.86,よぎる,Baiklah.,3,0.0,1,Non-Kanji
12840,2.86,盛大,Itu bagus.,2,1.0,2,Kanji
12841,2.86,締め,Cretin,2,0.5,2,Kanji
12842,2.86,鶏肉,Ayam.,2,1.0,2,Kanji
12843,2.86,サンパウロ,São Paulo,5,0.0,1,Non-Kanji
12844,2.86,ビリー,Billy.,3,0.0,1,Non-Kanji
12845,2.86,思いやる,Itulah yang saya bicarakan.,4,0.25,1,Kanji
12846,2.86,平山,Hirayama.,2,1.0,2,Kanji
12847,2.86,手掛ける,Aku akan mengurusnya.,4,0.5,1,Kanji
12848,2.86,推し進める,Aku sedang di atasnya.,5,0.4,1,Kanji
12849,2.86,見つけ出す,Aku akan mencari tahu.,5,0.4,1,Kanji
12850,2.86,ひねる,Maafkan aku.,3,0.0,1,Non-Kanji
12851,2.86,はおる,Ya.,3,0.0,1,Non-Kanji
12852,2.86,会計検査院,Kantor Akuntansi.,5,1.0,1,Kanji
12853,2.86,同点,Sinonim,2,1.0,2,Kanji
12854,2.85,懲りる,Kebijaksanaan.,3,0.3333333333333333,1,Kanji
12855,2.85,ヘッジファンド,Dana Hedig,7,0.0,1,Non-Kanji
12856,2.85,王家,Royalty.,2,1.0,2,Kanji
12857,2.85,カメ,Kura-kura.,2,0.0,1,Non-Kanji
12858,2.85,賑わう,Maafkan aku.,3,0.3333333333333333,1,Kanji
12859,2.85,イザ,Isa.,2,0.0,1,Non-Kanji
12860,2.85,推察,Aku menebak.,2,1.0,2,Kanji
12861,2.85,好物,Aku menyukainya.,2,1.0,2,Kanji
12862,2.85,まんが,"Oh, Tuhan.",3,0.0,1,Non-Kanji
12863,2.85,一級,Kelas Pertama,2,1.0,2,Kanji
12864,2.85,試食,Sampel.,2,1.0,2,Kanji
12865,2.85,古今,Sudah lama sekali.,2,1.0,2,Kanji
12866,2.85,山内,Di pegunungan.,2,1.0,2,Kanji
12867,2.85,アンナ,Anna.,3,0.0,1,Non-Kanji
12868,2.85,学芸,Seni,2,1.0,2,Kanji
12869,2.85,ずらす,Aku akan melepasnya.,3,0.0,1,Non-Kanji
12870,2.85,とかす,Makanan ringan,3,0.0,1,Non-Kanji
12871,2.85,痕跡,Trek,2,1.0,2,Kanji
12872,2.85,新入生,Mahasiswa baru.,3,1.0,2,Kanji
12873,2.85,めど,Wow.,2,0.0,1,Non-Kanji
12874,2.85,ヘルパー,Membantu.,4,0.0,1,Non-Kanji
12875,2.85,粗,Jelek,1,1.0,2,Kanji
12876,2.85,ダイニング,Makan.,5,0.0,1,Non-Kanji
12877,2.85,おそらくは,Mungkin.,5,0.0,1,Non-Kanji
12878,2.85,椎名,Nama tulang belakang.,2,1.0,2,Kanji
12879,2.85,譜,Frekuensi,1,1.0,2,Kanji
12880,2.85,巨匠,Guru.,2,1.0,2,Kanji
12881,2.85,一変,Ini perubahan besar.,2,1.0,2,Kanji
12882,2.85,派兵,Militer.,2,1.0,2,Kanji
12883,2.85,特撮,Khusus,2,1.0,2,Kanji
12884,2.85,有数,Pengali,2,1.0,2,Kanji
12885,2.85,社団,Company.,2,1.0,2,Kanji
12886,2.85,ライブラリー,Perpustakaan.,6,0.0,1,Non-Kanji
12887,2.85,金魚,Ikan emas.,2,1.0,2,Kanji
12888,2.85,付随,Substansi,2,1.0,2,Kanji
12889,2.85,ぜん,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak.",2,0.0,1,Non-Kanji
12890,2.85,生育,Tumbuh Besar,2,1.0,2,Kanji
12891,2.84,余韻,Symphony,2,1.0,2,Kanji
12892,2.84,腎臓,Ginjal.,2,1.0,2,Kanji
12893,2.84,村田,Murata.,2,1.0,2,Kanji
12894,2.84,放り込む,Lemparkan.,4,0.5,1,Kanji
12895,2.84,７つ,Tujuh.,2,0.0,1,Non-Kanji
12896,2.84,守護,Pelindung.,2,1.0,2,Kanji
12897,2.84,再三,Kekambuhan,2,1.0,2,Kanji
12898,2.84,チャージ,Mengisi.,4,0.0,1,Non-Kanji
12899,2.84,急行,Aku segera ke sana.,2,1.0,2,Kanji
12900,2.84,軽蔑,Memalukan,2,1.0,2,Kanji
12901,2.84,リベラル,Etnik,4,0.0,1,Non-Kanji
12902,2.84,将校,Petugas.,2,1.0,2,Kanji
12903,2.84,読み解く,Sederhanakan,4,0.5,1,Kanji
12904,2.84,富裕,Kaya.,2,1.0,2,Kanji
12905,2.84,跡地,Sebuah situs.,2,1.0,2,Kanji
12906,2.84,Ｗｅｂ,Web,3,0.0,1,Non-Kanji
12907,2.84,先着,Precedent,2,1.0,2,Kanji
12908,2.84,れい,Tidak apa-apa.,2,0.0,1,Non-Kanji
12909,2.84,親密,Tutup,2,1.0,2,Kanji
12910,2.84,初歩,Inisial,2,1.0,2,Kanji
12911,2.84,エレクトロニクス,Elektronik.,8,0.0,1,Non-Kanji
12912,2.84,忠誠,Integritas,2,1.0,2,Kanji
12913,2.84,たれ,Ayo.,2,0.0,1,Non-Kanji
12914,2.84,貴い,Berharga,2,0.5,2,Kanji
12915,2.83,粘土,Clay,2,1.0,2,Kanji
12916,2.83,ゴロゴロ,"Pergi, pergi, pergi, pergi, pergi, pergi, pergi, pergi, pergi.",4,0.0,1,Non-Kanji
12917,2.83,予告編,Prakiraan.,3,1.0,2,Kanji
12918,2.83,織田,Ruas Daur Bersepeda,2,1.0,2,Kanji
12919,2.83,略称,Abbreviation,2,1.0,2,Kanji
12920,2.83,酔い,Aku mabuk.,2,0.5,2,Kanji
12921,2.83,エンターテインメント,Hiburan,10,0.0,1,Non-Kanji
12922,2.83,有給,Dapat dibayar,2,1.0,2,Kanji
12923,2.83,取締,Kontrol,2,1.0,2,Kanji
12924,2.83,同市,Kota.,2,1.0,2,Kanji
12925,2.83,重度,Hard,2,1.0,2,Kanji
12926,2.83,先々,Aku akan menemuimu sebentar lagi.,2,0.5,2,Kanji
12927,2.83,物色,Warna,2,1.0,2,Kanji
12928,2.83,ソロモン,Salomo,4,0.0,1,Non-Kanji
12929,2.83,街角,Sudut jalan.,2,1.0,2,Kanji
12930,2.83,Ｊリーグ,Liga J.,4,0.0,1,Non-Kanji
12931,2.83,ガレージ,Garasi,4,0.0,1,Non-Kanji
12932,2.83,久し振り,Sudah lama sekali.,4,0.5,1,Kanji
12933,2.83,おかあさん,Ibu.,5,0.0,1,Non-Kanji
12934,2.83,退く,Aku pergi.,2,0.5,2,Kanji
12935,2.83,こんばんわ,Selamat malam.,5,0.0,1,Non-Kanji
12936,2.83,前もって,Di muka,4,0.25,1,Kanji
12937,2.83,売り出す,Aku akan menjualnya.,4,0.5,1,Kanji
12938,2.83,樽,Tong,1,1.0,2,Kanji
12939,2.83,エリザベス,Elizabeth.,5,0.0,1,Non-Kanji
12940,2.83,果たせる,Kau bisa melakukannya.,4,0.25,1,Kanji
12941,2.83,ｘ,x,1,0.0,2,Non-Kanji
12942,2.83,男優,Dia seorang aktor.,2,1.0,2,Kanji
12943,2.83,暴く,Akan kutunjukkan padamu.,2,0.5,2,Kanji
12944,2.83,不特定,Tak dikenal,3,1.0,2,Kanji
12945,2.83,数式,Matematika,2,1.0,2,Kanji
12946,2.83,待ち時間,Menunggu Waktu,4,0.75,2,Kanji
12947,2.83,露呈,Eksposion,2,1.0,2,Kanji
12948,2.83,ハイビジョン,Penglihatan tinggi.,6,0.0,1,Non-Kanji
12949,2.83,シリアル,SYDNEY,4,0.0,1,Non-Kanji
12950,2.83,インテリ,Intelektual,4,0.0,1,Non-Kanji
12951,2.83,蜂,Bee.,1,1.0,2,Kanji
12952,2.83,ブレンド,campuran,4,0.0,1,Non-Kanji
12953,2.82,町並み,Ini seperti sebuah kota.,3,0.6666666666666666,2,Kanji
12954,2.82,一途,Semua akan baik-baik saja.,2,1.0,2,Kanji
12955,2.82,雑学,Kosmik.,2,1.0,2,Kanji
12956,2.82,にらむ,Maafkan aku.,3,0.0,1,Non-Kanji
12957,2.82,血糖,Gula darah,2,1.0,2,Kanji
12958,2.82,突きつける,Aku segera ke sana.,5,0.2,1,Kanji
12959,2.82,クジラ,Ikan paus,3,0.0,1,Non-Kanji
12960,2.82,隣る,Itu tepat di sebelahku.,2,0.5,2,Kanji
12961,2.82,阻む,Aku mencoba menghentikannya.,2,0.5,2,Kanji
12962,2.82,総体,Total,2,1.0,2,Kanji
12963,2.82,叔父,Paman.,2,1.0,2,Kanji
12964,2.82,支社,- Jelas.,2,1.0,2,Kanji
12965,2.82,押し込む,Aku akan masuk.,4,0.5,1,Kanji
12966,2.82,伏せる,Turun.,3,0.3333333333333333,1,Kanji
12967,2.82,ミスター,Tuan.,4,0.0,1,Non-Kanji
12968,2.82,近日,Hampir,2,1.0,2,Kanji
12969,2.82,キッ,Sial.,2,0.0,1,Non-Kanji
12970,2.82,多め,Terlalu banyak.,2,0.5,2,Kanji
12971,2.82,編著,Komposer,2,1.0,2,Kanji
12972,2.82,安部,"-Oh, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak,",2,1.0,2,Kanji
12973,2.82,苦難,KESAMAAN,2,1.0,2,Kanji
12974,2.82,オールド,Tua.,4,0.0,1,Non-Kanji
12975,2.82,体格,TETAP,2,1.0,2,Kanji
12976,2.82,不全,Frekuensi,2,1.0,2,Kanji
12977,2.82,侵す,Menyerang.,2,0.5,2,Kanji
12978,2.82,護衛,Penjaga.,2,1.0,2,Kanji
12979,2.82,モノクロ,Monokrom,4,0.0,1,Non-Kanji
12980,2.82,略す,Aku akan melakukannya.,2,0.5,2,Kanji
12981,2.81,野心,Ambisi.,2,1.0,2,Kanji
12982,2.81,お好み焼き,Koyaki-aki-aki.,5,0.4,1,Kanji
12983,2.81,サク,Sack.,2,0.0,1,Non-Kanji
12984,2.81,否決,U.S.,2,1.0,2,Kanji
12985,2.81,愛想,Frustrasi,2,1.0,2,Kanji
12986,2.81,意気込み,Aku sangat senang.,4,0.75,2,Kanji
12987,2.81,損ねる,Kau akan kehilangan itu.,3,0.3333333333333333,1,Kanji
12988,2.81,おっぱい,Payudara.,4,0.0,1,Non-Kanji
12989,2.81,オペレーティングシステム,Sistem Operasi,12,0.0,1,Non-Kanji
12990,2.81,栄える,Kemakmuran,3,0.3333333333333333,1,Kanji
12991,2.81,贈与,Sumbangan,2,1.0,2,Kanji
12992,2.81,諸々,Semuanya.,2,0.5,2,Kanji
12993,2.81,出馬,Lari.,2,1.0,2,Kanji
12994,2.81,借入金,Repositori.,3,1.0,2,Kanji
12995,2.81,プラズマ,Plasma,4,0.0,1,Non-Kanji
12996,2.81,光栄,Ini suatu kehormatan.,2,1.0,2,Kanji
12997,2.81,兵衛,Penjaga.,2,1.0,2,Kanji
12998,2.81,ソビエト,U.S.S.R.,4,0.0,1,Non-Kanji
12999,2.81,シャトル,Pesawat,4,0.0,1,Non-Kanji
13000,2.81,こぼれる,Aku akan tumpah.,4,0.0,1,Non-Kanji
13001,2.81,矢印,Panah,2,1.0,2,Kanji
13002,2.81,つれる,Aku akan mengurusnya.,3,0.0,1,Non-Kanji
13003,2.81,生々しい,Ini mentah.,4,0.25,1,Kanji
13004,2.81,停る,Berhenti.,2,0.5,2,Kanji
13005,2.81,取り締まる,Aku akan mengurusnya.,5,0.4,1,Kanji
13006,2.81,孔,Tumpahan,1,1.0,2,Kanji
13007,2.81,探し出す,Aku akan menemukannya.,4,0.5,1,Kanji
13008,2.81,売り物,Ini untuk dijual.,3,0.6666666666666666,2,Kanji
13009,2.81,エコノミー,Ekonomi.,5,0.0,1,Non-Kanji
13010,2.81,シーク,Sikh.,3,0.0,1,Non-Kanji
13011,2.81,貸与,Aku berhutang padamu.,2,1.0,2,Kanji
13012,2.81,転移,Transfer,2,1.0,2,Kanji
13013,2.81,悪循環,Ini lingkaran setan.,3,1.0,2,Kanji
13014,2.81,打者,Striker.,2,1.0,2,Kanji
13015,2.81,少額,Sejumlah kecil.,2,1.0,2,Kanji
13016,2.81,大西,SUAMI,2,1.0,2,Kanji
13017,2.81,スリップ,Slip,4,0.0,1,Non-Kanji
13018,2.81,モットー,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak,",4,0.0,1,Non-Kanji
13019,2.81,食える,Aku bisa memakannya.,3,0.3333333333333333,1,Kanji
13020,2.81,ウエア,GEORGE,3,0.0,1,Non-Kanji
13021,2.81,前例,Contoh,2,1.0,2,Kanji
13022,2.81,エンジニアリング,Teknik.,8,0.0,1,Non-Kanji
13023,2.81,小平,Kohashi,2,1.0,2,Kanji
13024,2.81,モモ,Cherry.,2,0.0,1,Non-Kanji
13025,2.8,ケニア,Kenya,3,0.0,1,Non-Kanji
13026,2.8,最長,Terpanjang,2,1.0,2,Kanji
13027,2.8,司馬,Penguasa Kuda.,2,1.0,2,Kanji
13028,2.8,受理,Terima,2,1.0,2,Kanji
13029,2.8,混沌,Kebingungan.,2,1.0,2,Kanji
13030,2.8,きたる,Ayo.,3,0.0,1,Non-Kanji
13031,2.8,ぶらぶら,Aku jalan-jalan.,4,0.0,1,Non-Kanji
13032,2.8,お方,"Hei, teman-teman.",2,0.5,2,Kanji
13033,2.8,もって,Ambillah.,3,0.0,1,Non-Kanji
13034,2.8,結核,Tuberkulosis,2,1.0,2,Kanji
13035,2.8,短歌,Ini lagu pendek.,2,1.0,2,Kanji
13036,2.8,発光,Cahaya,2,1.0,2,Kanji
13037,2.8,彩る,Aku akan melukisnya.,2,0.5,2,Kanji
13038,2.8,綱,Sebuah tali.,1,1.0,2,Kanji
13039,2.8,微,Kecil,1,1.0,2,Kanji
13040,2.8,くし,Sisir.,2,0.0,1,Non-Kanji
13041,2.8,スパイク,Spike.,4,0.0,1,Non-Kanji
13042,2.8,音程,Tingkat suara,2,1.0,2,Kanji
13043,2.79,助け合う,Kita saling membantu.,4,0.5,1,Kanji
13044,2.79,ずれ,Keluar dari sini.,2,0.0,1,Non-Kanji
13045,2.79,陶器,Pottery,2,1.0,2,Kanji
13046,2.79,AU,AU,2,0.0,1,Non-Kanji
13047,2.79,賄う,Aku akan mengurusnya.,2,0.5,2,Kanji
13048,2.79,多量,Banyak.,2,1.0,2,Kanji
13049,2.79,ＰＰ,PPP,2,0.0,1,Non-Kanji
13050,2.79,ニックネーム,Nama Panggilan,6,0.0,1,Non-Kanji
13051,2.79,抗生,Antigen,2,1.0,2,Kanji
13052,2.79,露骨,Ledakan,2,1.0,2,Kanji
13053,2.79,欠落,Hilang,2,1.0,2,Kanji
13054,2.79,濫用,Salah tingkah.,2,1.0,2,Kanji
13055,2.79,配属,Penyebaran,2,1.0,2,Kanji
13056,2.79,精子,Sperma,2,1.0,2,Kanji
13057,2.79,柿,Maafkan aku.,1,1.0,2,Kanji
13058,2.79,イコール,Itu sama dengan...,4,0.0,1,Non-Kanji
13059,2.79,しつける,Aku akan memakainya.,4,0.0,1,Non-Kanji
13060,2.79,緊迫,Frustrasi,2,1.0,2,Kanji
13061,2.79,元祖,Asli,2,1.0,2,Kanji
13062,2.79,ブルジョアジー,Brujoadae.,7,0.0,1,Non-Kanji
13063,2.79,形容詞,Aduktif,3,1.0,2,Kanji
13064,2.79,天文学,Astronomi,3,1.0,2,Kanji
13065,2.79,誘発,Ini pemicu.,2,1.0,2,Kanji
13066,2.79,一元化,unified,3,1.0,2,Kanji
13067,2.79,フラメンコ,Flamenko.,5,0.0,1,Non-Kanji
13068,2.79,バケツ,Ember,3,0.0,1,Non-Kanji
13069,2.79,在留,Tinggal,2,1.0,2,Kanji
13070,2.78,置き場,Di ruang tamu.,3,0.6666666666666666,2,Kanji
13071,2.78,号機,Nomor satu.,2,1.0,2,Kanji
13072,2.78,同席,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",2,1.0,2,Kanji
13073,2.78,王妃,Ratuku.,2,1.0,2,Kanji
13074,2.78,秦,Maafkan aku.,1,1.0,2,Kanji
13075,2.78,すます,Maafkan aku.,3,0.0,1,Non-Kanji
13076,2.78,ツキ,Beruntung.,2,0.0,1,Non-Kanji
13077,2.78,容姿,Penampilan,2,1.0,2,Kanji
13078,2.78,音符,Tanda Suara,2,1.0,2,Kanji
13079,2.78,問屋,Brengsek.,2,1.0,2,Kanji
13080,2.78,アミノ酸,asam amino,4,0.25,1,Kanji
13081,2.78,下町,Pusat Kota,2,1.0,2,Kanji
13082,2.78,あおる,Memotivasi,3,0.0,1,Non-Kanji
13083,2.78,累計,undo-type,2,1.0,2,Kanji
13084,2.78,タケ,Ambil,2,0.0,1,Non-Kanji
13085,2.78,輝,Bersinar,1,1.0,2,Kanji
13086,2.78,すかさず,Aku tidak tahu.,4,0.0,1,Non-Kanji
13087,2.78,碑,Batu,1,1.0,2,Kanji
13088,2.78,望める,Aku bisa berharap.,3,0.3333333333333333,1,Kanji
13089,2.78,かわいらしい,Itu lucu.,6,0.0,1,Non-Kanji
13090,2.78,ディスカウント,Disameter,7,0.0,1,Non-Kanji
13091,2.77,中庭,Halaman,2,1.0,2,Kanji
13092,2.77,おぉ,Oh.,2,0.0,1,Non-Kanji
13093,2.77,ｍｍ,mm,2,0.0,1,Non-Kanji
13094,2.77,バッチリ,Itu bagus.,4,0.0,1,Non-Kanji
13095,2.77,フレッシュ,Segar.,5,0.0,1,Non-Kanji
13096,2.77,ノンフィクション,Non-fiksi,8,0.0,1,Non-Kanji
13097,2.77,思い知らす,Aku tahu.,5,0.4,1,Kanji
13098,2.77,領収,Penyebaran,2,1.0,2,Kanji
13099,2.77,昼過ぎ,Ini sudah lewat siang.,3,0.6666666666666666,2,Kanji
13100,2.77,昆布,Cygnus,2,1.0,2,Kanji
13101,2.77,ラケット,Rackett.,4,0.0,1,Non-Kanji
13102,2.77,立川,Akigawa.,2,1.0,2,Kanji
13103,2.77,希少,Langka,2,1.0,2,Kanji
13104,2.77,ヒップ,Hipp.,3,0.0,1,Non-Kanji
13105,2.77,フジモリ,Hutchins,4,0.0,1,Non-Kanji
13106,2.77,大前提,Konsumsi Besar,3,1.0,2,Kanji
13107,2.77,レクチャー,Rasi,5,0.0,1,Non-Kanji
13108,2.77,小売り,Sebuah ritel.,3,0.6666666666666666,2,Kanji
13109,2.77,勝る,Lebih baik.,2,0.5,2,Kanji
13110,2.77,飴,Permen.,1,1.0,2,Kanji
13111,2.77,かさ,Aku tidak tahu.,2,0.0,1,Non-Kanji
13112,2.77,放課後,Sepulang sekolah.,3,1.0,2,Kanji
13113,2.77,修繕,Rehabilitasi,2,1.0,2,Kanji
13114,2.77,合える,Aku bisa melihatnya.,3,0.3333333333333333,1,Kanji
13115,2.77,庁舎,Gedungnya.,2,1.0,2,Kanji
13116,2.77,受け,Terima,2,0.5,2,Kanji
13117,2.77,お過ごし,Semoga harimu menyenangkan.,4,0.25,1,Kanji
13118,2.77,おじ,Paman.,2,0.0,1,Non-Kanji
13119,2.77,びん,Botol.,2,0.0,1,Non-Kanji
13120,2.77,シル,- Konyol.,2,0.0,1,Non-Kanji
13121,2.77,杉浦,Shizuura,2,1.0,2,Kanji
13122,2.77,たべる,"Ayo, mari kita pergi, mari kita pergi, mari kita pergi, mari kita pergi.",3,0.0,1,Non-Kanji
13123,2.77,卿,Pak.,1,1.0,2,Kanji
13124,2.77,盆,Bons.,1,1.0,2,Kanji
13125,2.77,似顔絵,Gambar,3,1.0,2,Kanji
13126,2.77,証書,Sertifikat,2,1.0,2,Kanji
13127,2.77,シミ,Berbeda,2,0.0,1,Non-Kanji
13128,2.77,おでん,Bu.,3,0.0,1,Non-Kanji
13129,2.76,穂,MUSIK,1,1.0,2,Kanji
13130,2.76,再婚,Rekonsiliasi,2,1.0,2,Kanji
13131,2.76,ハングル,Hankul.,4,0.0,1,Non-Kanji
13132,2.76,はり,"- Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak.",2,0.0,1,Non-Kanji
13133,2.76,病む,Yang sakit.,2,0.5,2,Kanji
13134,2.76,不意,Tanpa diduga,2,1.0,2,Kanji
13135,2.76,谷川,Tanigawa.,2,1.0,2,Kanji
13136,2.76,花びら,Tumpahan.,3,0.3333333333333333,1,Kanji
13137,2.76,乗っ取る,Aku akan mengambilnya.,4,0.5,1,Kanji
13138,2.76,左足,Kaki kiri,2,1.0,2,Kanji
13139,2.76,首位,Kualitas terbaik.,2,1.0,2,Kanji
13140,2.76,東急,East Express.,2,1.0,2,Kanji
13141,2.76,割安,Depresiasi,2,1.0,2,Kanji
13142,2.76,落とし穴,Jerat,4,0.5,1,Kanji
13143,2.76,憶測,Tebak.,2,1.0,2,Kanji
13144,2.76,小坂,Kosaka,2,1.0,2,Kanji
